loss,accuracy,lr
0.6876905560493469,0.5796296000480652,0.001
0.5340323448181152,0.6944444179534912,0.001
0.4707789123058319,0.7962962985038757,0.001
0.36678215861320496,0.8444444537162781,0.001
0.3330979645252228,0.8444444537162781,0.001
0.26990556716918945,0.8814814686775208,0.001
0.209320530295372,0.9185185432434082,0.001
0.2689763307571411,0.8907407522201538,0.001
0.23423174023628235,0.9055555462837219,0.001
0.1854480654001236,0.9240740537643433,0.001
